text,user_location,target
@donwinslow Hope they signed waivers to not receive medical help when they are sick w/ #COVID19,USA,0
Democrat from Michigan #KarenWhitsett: #COVID19 Survivor https://t.co/n2ObHMaPfB via @docdhj #HCQWorks #MakeHCQOTC,"Azusa, CA",1
Teachers are not front line workers. Stop putting their lives on the line. 😷 #COVID19 #sundayvibes #Teacher https://t.co/CY4hyLIWe2,"Georgia, USA",0
"It's strange how Tonight was the First &amp; ONLY Time This Year I'll be taking that Highway to Iowa...😔🚗

Usually, I'v… https://t.co/bnwLzXmxbq",USA,0
My preprint is featured on the @ResearchGate #COVID19 community page. Read it here:  https://t.co/9o4H67Jpy9,"UNM, Gallup, NM 87301, USA",2
"Some of the dumbest ppl I’ve ever seen.

This is just suicide. Problem is they’ll be spreading it to others.… https://t.co/DXjafGzD66",USA,0
"#Trump orders $400-per-week #UnemploymentBenefits payments amid #COVID19 crisis, hits Dems for stonewalling https://t.co/JpUaELGOQu","California, USA",0
"Black and Hispanic children are impacted more severely by the coronavirus, with higher case rates, hospitalizations… https://t.co/vz3RIMGOWF","Texas, USA",0
"@anneapplebaum More importantly, hydroxychloroquine has been shown to be NOT efficacious against the #SARS_CoV_2/… https://t.co/2ilKT9cTXX",USA,1
"What a beautiful wedding Thursday night in #Baltimore with @kalmishgo 

#music #jewishmusic #wedding #corona… https://t.co/lb482LiTbY",USA,1
@PhilipMEagle US political scene is a continual disruption since the election of 2016.  China has been the bad boy… https://t.co/oS5hXvpLFz,USA-Lake Superior,0
"We COULD control #COVID19
by Fall in USA. But we won't. Why? Because Trump has made the DELIBERATE political calcul… https://t.co/TxfsTxrFpk","California, USA",2
"""Gov'nor Knows Best"" Mind your Queenie. 

@GovMLG we're over your nonsense. 

 @NewMexicoGOP #leadright #nm #nmpol… https://t.co/UaV9FpZ6J9","New Mexico, USA",1
"Check out GPM's video! #TikTok ⁦@kiki_penn⁩

Is THIS FOR REAL?

#Soldiers #Quarantine #Military #COVID19  https://t.co/dyoQ37R1Pv","Florida, USA",2
Florida’s actual numbers today. Likely to surpass California and move into the #1 spot tomorrow or Monday. Meanwhil… https://t.co/0rxOfU3H2H,"California, USA",2
#Genocide by #NaziGOP who are actual swastika waving f**king Nazis in Georgia &amp; EVERY #Republican run state spreadi… https://t.co/RL5srKUZkP,"Staten Island, NY, USA",2
"Glad I’m a @Twitter nobody but have a few hot takes today before I go to bed

The @FBI fucked over #Richardjewell ,… https://t.co/ubCpQuThTg","USA, East Coast",0
@lamb16_lamb @da3c220d2d5743f @CNN You are parroting what you hear on the  news. Do you live with a sick person ove… https://t.co/vLchvHcHEu,USA,0
"Medicare Could Run Out Of Money By 2023

Coronavirus has already dealt a blow to Social Security's finances. Trump'… https://t.co/kkBZVjHrRA",Sonoma County California USA,2
"@Mr_PharaohMan @SpeakerPelosi @realDonaldTrump Who remembers @TheDemocrats ""what does #40dollars mean to you"" campa… https://t.co/dmlFcVKKmx","Clifton, Virginia, USA",2
"#DumbDonald @realDonaldTrump AMERICA IS A SHIT-HOLE COUNTRY... much thanks to YOU! 
Any time a lockdown due to a pa… https://t.co/isZ4CH7BgK","Georgia, USA",1
"Back a second time with #destroyallhumans 
#gaming #live #stream  #livestream #streaming #xbox #microsoft #remake… https://t.co/DgdcnHxxnF","California, USA",2
Our peace and hope is not of this world.  #SundayMorning  #COVID19  #trump #unemploymentextension  #notofthisworld https://t.co/R4EE5NQRwG,"Georgia, USA",1
"@JohnCornyn Pass it on to your buddy in the White House.
He's the one that's trying to kill them all by opening up… https://t.co/YM5mBgIxDW","Texas, USA",0
"They then stifled medical experts and scientists who tried desperately to help our nation avoid this outcome. 

Ple… https://t.co/VEA9SIWpsv","Delaware, USA",0
@USNoodlesA @realDonaldTrump @TheLeoTerrell And yet #TrumpIsANationalDisgrace is selling #COVID19 Commemorative Coi… https://t.co/YxPBsV6Lbl,"Kentucky, USA",2
"45's ""greatness"" vs other countries of effective leadership.

#COVID19 #COVID #coronavirus 

https://t.co/cPMQwjmRdg",USA,1
Can someone please tell me if this is acceptable “coverage” for Covid mask requirements in Oregon? #COVID19… https://t.co/scoEm8jHld,"Oregon, USA",1
@L3402761H is a big #BTSARMY #kpopstan and he needs to be sent lots of #FANCAM to help him get through #COVID19 ple… https://t.co/5D3uBfVeRO,"New York, USA",1
"What a couple weeks it has been, personally &amp; professionally...much grim news around the world &amp; in the States. Gra… https://t.co/DHLdruIlXP","Indiana, USA",0
"""While 81% of Democrats said they’d get vaccinated if a free, FDA-approved vaccine were available, only 47% of Repu… https://t.co/8FDcrdR2xq","Fairfax County, Virginia, USA",1
"Come on @abc15
Your remote reporter (is very likely) 10 feet from the cameraman as they stand outside in the open s… https://t.co/1AnrGntrQL","Arizona, USA",2
"ALL Trump actions are designed to benefit himself. Sadly, giving payroll tax breaks to Junior and Eric won’t offset… https://t.co/r8xGDfmXuZ","Ontario, California, USA",1
"IL not looking so good.
#COVID19 
https://t.co/ltpAWO7GV9 https://t.co/85LBORCTzX","Illinois, USA",1
"Over half the world's #covid19 cases are from four countries, United States, Brazil, Russia, India.

Mapping the wo… https://t.co/JFpVnLW4a9","Rochester, Michigan, USA",1
Good federal and state leadership would have prevailed upon the organizing committee to postpone this until next ye… https://t.co/4vItE4LsQd,"Middletown, USA",1
This whole thread will leave your jaw hanging open behind your mask. #GeorgiaSchools #PaldingCounty #Covid19… https://t.co/MpbxLwwu1N,usa,0
"If we're already exp tech hiccups w/ the internet w/ all the online PD we are offering schools worldwide, what will… https://t.co/4yxEQNpxXr","Arizona, USA",2
"@WhiteHouse But who cares about America's children, Right? Let's send them to school #COVID19 be damned. We gotta m… https://t.co/zbOl9OaD3i","Michigan, USA",1
@EM_RESUS But it's an amazingly useful treatment for rheumatoid arthritis and lupus. Shortages caused by presidenti… https://t.co/XzTyzweXww,"Northern California, USA",1
Watching a show with a concert crowd. I want to give them masks. #COVID19 Will we ever be safe in crowds again without masks?,"New York, USA",1
Be #Prepared. Get the proper gear. Get  #educated Secure your #PPE and #Covid19 #personalprotectiveequipment… https://t.co/o1Ihh8LoDI,OC. CA. USA.,1
"Australia's Victoria reports deadliest day of COVID-19 pandemic ••• 
#CoronavirusOutbreak  #COVID19
#coronavirus… https://t.co/P1xqo53hOz", California USA 🇺🇸,2
"@TheMGautam @nzlabour Your situation??? Check #COVID19 stats between 🇳🇿 and 🇺🇸 than tell me your difficult ""situation"". 🤦‍♂️","Washington, USA",0
"Remember, #COVID19 doesn't really affect kids and they're not putting anyone in danger. Right, Donnie? #dumbasdirt… https://t.co/MwoRVhPUkQ",USA,0
"US surpasses five million COVID-19 cases  https://t.co/UNXc4EHJVA ••• USA 🇺🇸 
#CoronavirusOutbreak  #COVID19… https://t.co/K1W3hhaKjR", California USA 🇺🇸,2
"In the spirit of helping others find a good mask:
I tried 10 masks and this was the one I liked the best. Nose wire… https://t.co/S4WC5FiAt4","San Diego, California, USA",1
"@JohnCornyn @SenMcSallyAZ Be a leader.  Expel Graham ,Grassley and Johnson.  Dont be like  this .Do not support tee… https://t.co/hVsrSSGiW2","Wisconsin, USA",0
"@politicalnative @3L3V3NTH @JoeBiden Well, at least they realized before it was their turn on the ventilator in the… https://t.co/tU96Ypp0M4","California, USA",1
I think I’m just about SICK of EVERYONE‼️ #COVID19,"Tennessee, USA",0
"Gathering in masses b/c of @potus @realDonaldTrump #coronavirus #covid19 DENIAL, Trumpers say:  “I am not scared of… https://t.co/H5agikX8zm","Minnesota, USA",1
"Companies could shift a quarter of their global product sourcing to new countries in the next five years, according… https://t.co/fjQmjpsb6v","Ohio, USA",2
@TexasBr64310863 @4YrsToday Nice to see some Governments are taking it seriously and protecting citizens from themselves!  #COVID19,USA,1
So messed up to take advantage of people on unemployment that no one is going to see $400 extra dollars thats more… https://t.co/HISrAWpyk0,"Georgia, USA",0
Advice from a butterfly #butterfly #wisdomandwellness #Mindfulness #Motivation #selfcare #SelfCareSunday #COVID19… https://t.co/Aytw56mcCW,"Florida, USA",2
@Tyler929394 @pantomath__ @CapitalPrivate1 @realJosephRich @ColoradoDavidSu @MSNBC I try not to be a bad person.  B… https://t.co/jxfhN3L6Bs,USA,1
So we know how many corona cases there have been approximately...but how many are still live? Or does everyone who… https://t.co/tKNKuG43sZ,"Indiana, USA",2
Long story shorty I Got a game date with a hot gamer chick tonight #quarantings #warzone #covid19 https://t.co/3s4BzCHXea,"Nevada, USA",2
Musical chairs to avoid #COVID19? Really! Really! https://t.co/Gi5QRwXd2J, USA,0
@theblaze This biotch needs to be removed from office!  @TerryKlumb #nashvilletn #COVID19 This is truly unlawful!… https://t.co/GEVfzyChxx,"Tennessee, USA",1
"I just published Economic Impact of Covid-19 https://t.co/lcmlZjotAf 

#COVID19 #coronavirus #SocialDistancing soci… https://t.co/YButdRJGUF","Texas, USA",2
"It's a crazy unofficial block party out front &amp; I don't want to hear about
A Gofund me from NOBODY!!!

Been so many… https://t.co/Jg0LRBzFr5","New York, USA",0
Science trusting americans when they read about in NZ PM and success against #COVID19 https://t.co/OF5zF99ywF https://t.co/dJmumD88NN,"Alaska, USA",1
This is your platform?  You’re going to throw grandma off #SocialSecurity if #COVID19 doesn’t kill her first?… https://t.co/jS8sQIFYJt,"Oregon, USA",0
#urban #wilderness: #RCL #Pentecost9A notes for 09 August. https://t.co/Ria2l7PgrT #LoavesAndFishes #COVID19 #Grace… https://t.co/8q537MGIG0,LosAngeles🌞  California usa,2
"is not the same on August 1,2020. 6 months ago the future looked bright, we had a plan and roadmap for the next cha… https://t.co/J4GZCRspPZ","California, USA",1
for my wife and I - what are the priorities in a #COVID19 world - we have planned our future but now that changes d… https://t.co/v05LI6VMDE,"California, USA",2
and how #COVID19 has impacted their lives and appreciated our willingness to share our story. The 🦠 is devastating… https://t.co/9x6mj0LYlk,"California, USA",1
Over the next few weeks I am going to work on a series of essays as to how #COVID19 has impacted our family. I hope… https://t.co/gN8ubTf6ty,"California, USA",2
After our useless Congress fails to help us out Trump signs an executive order to give us all relief &amp; assistance.… https://t.co/T2IgcENc3r,"Wisconsin, USA",1
Learning how to make video during #Covid19? FREE #AmazonPrime Special! Download #Filmmaking Crash Course for #Free!… https://t.co/BKTH7x4WQ2,USA,1
@DanielleMuscato @obtusenosemoose @JordanUhl @kroger People have been verbally and/or physically assaulted related… https://t.co/vJNBF5Ptpc,Midwest USA,0
"@marcorubio Again, it’s like you and @GovRonDeSantis have forgotten that there are ppl under 65 who are high risk,… https://t.co/MsubZIfAQw","Florida, USA",1
@BeckyOuzts @MelaniesRose @HannaannahE @WhiteHouse He banned travel from China on Jan 30th after #COVID19 was alrea… https://t.co/jOhtKpTAzV,Canada/USA ,0
"Remember when Trump said  Africa had nothing but shithole  countries?
 
Nigeria is one of those many countries stil… https://t.co/vuXaxjNtQT","North Carolina, USA",2
"Seriously?????
#COVID19 
#MaskUp 
#fashionstyle https://t.co/NF6oRIF3WZ","Pennsylvania, USA",2
"Thread by @trvrb: A small follow up to the ""long plateau"" assessment of the #COVID19 epidemic. When I tweeted this… https://t.co/d9aCSwXful","Great Northwest, USA",2
"#COVID19, 8/9/2020

Confirmed cases: 5,149,723
Deaths: 165,070

Donald Trump, once a cheater, always a cheater.Trum… https://t.co/eEpd5QBm0r",USA,0
"Fact check: ⁦@realDonaldTrump⁩ makes multiple false claims about #COVID19 relief as he signs executive actions
https://t.co/NUYsEvnpiy","North Carolina, USA",1
@JohnZwicker1 @TheThreat1974 There is a fair amount of variability in counting methods among nations and US states.… https://t.co/SHAtI0Jx0F,"Wisconsin, USA",1
"@senatemajldr Bullshit. @HouseDemocrats passed #COVID relief in the #HEROESAct over two months ago, and you have fa… https://t.co/CyMrRj0hsd","California, USA",0
"Breaking: Nigeria is developing natural vaccine for #COVID19. The vaccine, Campaignmycine, is undergoing clinical t… https://t.co/7zLnWU7xE8",USA,1
The Greed of American Colleges Could Accelerate the Devastation of COVID-19 https://t.co/oExaICHD9K #College… https://t.co/CY2Jn6o6Pu,USA,0
"https://t.co/byDeS9uRXx

WAR❗
#BLM, under pressure of
BARR DOJ, resisted PRINCIPLE
CONCLUSCIONS. Monuments
traded f… https://t.co/l3Ekvr3anV","The People, USA",0
"Trump Just Admitted on Live Television He Will 'Terminate' #SocialSecurity and #Medicare If Reelected in November
🔺… https://t.co/vSW8e3Kyod",USA and Global,1
#SocialSecurity #Medicare #Medicaid Are YOU better off than four years ago?  #COVID19 #VoteBlueToSaveAmerica2020  https://t.co/4ir9F3MeXc,"Kansas City, Missouri USA",1
Free Guide - Learn the Top 25 Ways You Can Immediately Improve Your Job Search  #coronavirus #covid19 #remotework… https://t.co/jjOH9PkKQL,"South Carolina, USA",1
What the hell is going on! I see kids getting “new” illnesses from this #COVID19 and parents sending them back to… https://t.co/zbNldlYlmz,"California, USA",0
Quarantine is over son #COVID19,"New York, USA",2
You have really fuçked the #COVID19 response up.  What a Loser @realDonaldTrump @GOP @senatemajldr @SenateGOP… https://t.co/QpKNFcvLD9,"Florida, USA",0
@MarkMeadows @realDonaldTrump You are such a horrible liar and for those lies and sins of ommision are sentenced to… https://t.co/lI6kZz26Gs,"Kansas City, Missouri USA",0
"BREAKING: Large fire erupts at #COVID19 facility in southeast India, at least 7 dead - CNNNews18 https://t.co/eKNE1h4dZh",USA,0
@AngryBlackLady Thats good to hear for such a large country. Hope it stays that way for #NewZealand. Glad to see th… https://t.co/xzSyQk2vZV,"California, USA",1
"McConnell fingers Trump, says “I lik him a lot” 

@senatemajldr @realDonaldTrump #GreatestGuru_InTheWorld… https://t.co/OlDHcuzosO","Virginia, USA",2
"Absent a national #Shutdown, #US #cases growth continued exponentially albeit slower: we hit 5M cases today (JH dat… https://t.co/ezi3uV12Mr",Southwest USA,1
"Search Leopard at https://t.co/DyBKFHMTGh
Shipped to you from beautiful Colorado 😍  #leopard #jewelry #Accessories… https://t.co/aKA76SbK1j","Colorado, USA",1
If C19 death numbers were honest and accurate and we had a vaccine—-deaths around 60k US— worse than flu but not mu… https://t.co/J7bn5RdOQ9,"Texas, USA",0
Face it. There is so much greed in #collegefootball that leaders in the #Power5 conferences were willing to bet som… https://t.co/SFkoimx9pu,USA,0
"@RedTRaccoon So, he took away general healthcare (ACA made it no longer employer-based) just when #COVID19 hit, &amp; n… https://t.co/aJ9uLjYBqp","Big City, USA",0
Chase your passions and get off social media if you have to for a little bit. People care about you and you matter.… https://t.co/lEUvv9Jr9z,USA ,1
"@TheLaurenChen @MrAndyNgo #Jealousy...everyone wants an invitation to a great party.

#DemocraticParty is like a ho… https://t.co/f0OnyDKOFZ","New Jersey, USA",1
"When we lack idea, we defer to natural calamity. Instead of putting processes in place to prevent malpractice we su… https://t.co/HMi0rd3SCr",USA,0
"You would think common-sense would prevail when it comes to children; but then again,we live in a country that hasn… https://t.co/4AL1k01b1L",USA,2
"@DrTomFrieden I agree but thanks to Trump, many people do not want to mask up. People continue to make it about pol… https://t.co/toCekTkbR3","Nebraska, USA",1
@peterAmerica123 @CNiklewski . . . and the percentage of the US population infected with this so very contagious… https://t.co/TJCvwkAScp,"Arizona, USA",0
#COVID19 Impact https://t.co/V3772Ht7tX,USA 🇺🇸 UK 🇬🇧 India 🇮🇳 ,2
Free Guide - Learn the Top 25 Ways You Can Immediately Improve Your Job Search  #coronavirus #covid19 #remotework… https://t.co/jlbbXRtaXX,"South Carolina, USA",1
Trump cares more about signing #ExecutiveOrders to #DefundSocialSecurity and #DefundMedicare than he does coming up… https://t.co/uyOLvYP88Q,"New Hampshire, USA",1
"""Lions don't lose sleep over the opinions of sheep” 

Do you really think that #BillGates loses sleep over your soc… https://t.co/yALIXmm5dI",USA,0
@ArkansasBlog What in the ever living f.....? 😳 Anybody remember the movie #WhiteOleander? #Oleandrin is a toxic ca… https://t.co/8mDkVCEa8O,"Arkansas, USA",2
I'm so concerned bout everything that's going on with deadly vaccines and corona flu and 5G poles and how it will a… https://t.co/PNguPBqztj,"Pennsylvania, USA",0
"@AlexBerenson @seanmdav @ScottGottliebMD So, he’s saying that #COVID19 is currently a lot less serious to children than the flu.","Arizona, USA",0
I think frequently about this interview that #Warren gave to #Maddow on 3/6/20 the day after she'd suspended her ca… https://t.co/aEXpYSDrMW,"Colorado, USA",0
@AngelaProsser1 @AsaHutchinson @ADHPIO US at the 5m case mark and anticipating a 300k death count last I heard. For… https://t.co/zGGGBBZrFv,"Arkansas, USA",0
Belarus demonstrates for an end to autocracy. Israelis en masse protest their corrupt leader. The world over… https://t.co/w6xqPXDWLg,USA,0
If I were @Mtrubisky10 then I would elect to sit out this season because of #COVID19 https://t.co/4F6wktLiX9,"Illinois, USA",2
Requiring a flue shot!!! What? #COVID19 https://t.co/TUUMi9OR2Y,"Hawaii, USA",2
"“The secret of getting ahead is getting started.” – Mark Twain
#giftcards #giftcard #giftideas #giftcardsavailable… https://t.co/EyYuXBTAVx","NY,USA",2
@realDonaldTrump you just suck. #DonaldTrumpIsAFailure #Biden2020 #OurKidsDeserveBetter #COVID19 https://t.co/zqck4RZJH9,"Pennsylvania, USA",0
"who easyrepost ⬆️
Please watch this video on children going back to school during the #coronavirus #pandemic.… https://t.co/BFaJnumgb3","Massachusetts, USA",1
"When you hear last life, the butthole is clinched. Someone order a team wipe!!!?!?!
#COVID19 #rougecompany #xboxone… https://t.co/VxdX7B8JpP","Michigan, USA",2
@GovBillLee Is this real? How did this happen? This is what the state of #Tennessee gave to it’s teachers for prote… https://t.co/PHq7gUjgBB,"Nashville, USA",2
We should do this with every member of the legislature in the United States until they give us relief from the… https://t.co/kbfGk3ICGg,"California, USA",1
"@Out5p0ken @McneJames @MarkMeadows @LindseyGrahamSC Kevin McCarthy

They all look alike to me....… https://t.co/rf79Uddsdn","Kentucky, USA",2
Coming with new drops soon 💫😈#music #COVID19 #216 https://t.co/YZxDsj8kkJ,"Ohio, USA",2
@TimmonsGoodson @BarackObama I just ❤️ your father’s quote. I know #NC would be a better place with you leading for… https://t.co/fwd5A82Ll0,"Maryland, USA",1
Who else hasn’t had a haircut in longer than they care to admit?! #COVID19 #PandemicHair https://t.co/WdlDTkffyH,"Texas, USA",1
@Boogie2988 was the answer to the murder mystery in the escape room that the death was caused by #COVID19 ? Because… https://t.co/7BelcuBkhq,"Florida, USA",0
"""Craziest thing in thing in the World""
#DELAYED via #WuhanVIRUS #COVID19;
#ScriptedNation47 #ScriptedNation113… https://t.co/qxjKAQy5xu",USA,0
"Power brokers in #collegefootball @SEC @pac12 @Big12Conference @theACC @big10 been playing fans, players &amp; coaches… https://t.co/oH6P9JbyL5",USA,1
The sad thing is that this will be a common occurrence as #COVID19 continues to ravage our country. Assistance for… https://t.co/MEMn7MV0yG,"Texas, USA",0
"Finally baked some pandemic bread.

Of course it had to be challah! 

#COVID19 #Baking https://t.co/gWNtaknAB6","Colorado, USA",2
Save us John Wick (art by @MJHiblen ) #art #arts #artist #artistsoninstagram #artistsoftwitter #MJHiblen… https://t.co/XSQgDPtpIG,"Rhode Island, USA",1
Another #COVID19 death https://t.co/571Ozg2KPd,"Texas, USA ",0
This is the second post on #masks in this thread - and I'll repeat... some protection is better than none when you… https://t.co/0DBGMyeEGU,Live Free or Die - NH USA,1
This is a must read #RollingStones #AmericaWakeUp #COVID19 #MondayMotivaton #alevels2020 https://t.co/mT1omYDz8i,"Florida, USA",2
These decisions will impact #mentalhealth more than the risk of #COVID19. Sad times in America. https://t.co/uKvXo0lO9X,"Texas, USA 🇺🇸",0
@UNWebTV @UNOCHA @rochdi_najat @antonioguterres @UNReliefChief @SRSG_UNIOGBIS @UNODC @GhadaFathiWaly @WHOIraq… https://t.co/DsdMrtfFRq,Europe/USA/Global,2
"@POTUS @Trump EOs are #UnconstitutionalSlop 

-160,000 American souls DEAD
-5 Million Americans infected with… https://t.co/TZG2xYDBKR",USA,0
"@ElieNYC I had a mild case of #covid19 in March. My lungs never got involved and no fever. 

However, I slept, peed… https://t.co/NWe0bLBbsB","Seattle, WA USA",0
A key drug used to treat #COVID19 patients will be manufactured at @pfizer's #McPherson facility! This move comes a… https://t.co/AJ9B3LOAru,"Kansas, USA",1
Someone needs to learn about the difference between need and want. We need to better combat #COVID19 https://t.co/bOMNRtsOUP,"Dallas, TX, USA",1
Thank you to @Comm4Prosperity for including our story in your weekly newsletter! #COVID19 #ksleg… https://t.co/NvdvlVTGZK,"Kansas, USA",1
"Homeschool brought to you by:
@sharpie @paper_mate @pentelofamerica @staplesstores @amazon @scotch @elmersproducts… https://t.co/VKeokggx6R","Simi Valley, CA, USA",2
"Being a parent is tough, being a parent during Covid is crazy hard...the decisions we are forced to make 🤦🏽‍♀️ I’m… https://t.co/MqXM7AldVM","Texas, USA",0
Partner Event Aug 26 10:00 AM PT = 19.00 CET: @SACCSFSV presents Anders Tegnell: The Swedish #coronavirus strategy… https://t.co/p7a3nBUoK7,"Palo Alto, California, USA",2
This is right but never going to pass because progressives won't fight for it. We only tweet about it. #COVID19 https://t.co/M7ik1vaQaw,"New Jersey, USA",1
Take advantage of this historical resource for #NYCtenants. Visit the link for direction and support services.… https://t.co/rRc7msfaci,"New York, USA",1
"#TrumpDestroyedOurEconomy

If trump would have jumped on #Covid19 right away our shut down would have been short, s… https://t.co/6lJ9JCJQGH",USA #EatTheRich =Abuse by big💰,2
"Due to #COVID19 aka #Coronavirus I’ll be sending the first 100 person who DM , like &amp; retweet this gets $400 -$1200… https://t.co/DGk1JSItd4","Ohio, USA",1
"As #US schools reopen, a study finds at least 97,000 children were recently infected with #COVID19. #Coronavirus… https://t.co/2ULTr7nlxI","California, USA",0
"Happy #MotivationalMonday!
#motivationmonday #pulmonaryrehab #breathe #livebetter #pulmonary #COPD #asthma… https://t.co/3qtKEFgH4O","Connecticut, USA",1
So true. In case anyone is wondering the real reason we won’t have a college football season. #covid19 is dangerous… https://t.co/OhCKb7RNOk,"California, USA",1
"My grandmother passed away from the #COVID19 , in her will she left me enough money and she always told me to do wh… https://t.co/jcwJAA1vaA","Texas, USA",2
"Trump on restarting #COVID19 relief talks with Dems:

1. Dems want to steal the election with mail-in voting.
2. It… https://t.co/I3Z1tQlSgb","Colorado, USA",1
The United States has about 110 million renters—30-40 million have been hit hard and are at risk of #eviction durin… https://t.co/zCCAJMKzxP,"New York, USA",0
The Big Ten Conference is reportedly canceling their 2020 college football season due to the COVID-19 pandemic.… https://t.co/F52tPCjihL,"Florida, USA",2
"#COVID19 relief, let businesses with liquor licenses sell take out, curbside, delivery, etc.   Just like restaurant… https://t.co/f7OLESIo9B","New Jersey, USA",1
@SenCapito @SenToomey @SenatorBennet @SenJohnBarrasso @SenatorShaheen Is the GOP answer to #COVID19 a wear a mask c… https://t.co/ptEmgtqT6U,"Maine, USA",2
"The Health, Economic Assistance, Liability Protection &amp; Schools Act could deliver $29.4 mill to the @DeptofDefense… https://t.co/zYx5h976qW",USA,0
Selfish bastard @SenSasse wants to push against the #COVID19 Science! #BigTen can wait #StaySafe https://t.co/YcTivX8A56,"Wisconsin, USA",0
Had a great #ASP discussion with one of fellows and @FredenrichJaela that was NOT #COVID19 today! cc: @USF_ID @TampaVA,"Tampa, Florida, USA",1
Support to #Veteran #caregivers during #COVID19. #ElderLaw  https://t.co/DdZ2PWfTqx,"Florida, USA",1
"Smh
People, it's NOT rocket science.
DO NOT OPEN schools, in HIGH INFECTION RATE communities.
If you're NOT SURE...… https://t.co/3dhmGVcNvY","Virginia, USA",0
"#BusinessOwners, what can you change now that might help your sales?

Read the full article:▸… https://t.co/gRIYcYVpiF","California, USA",1
Our Remote Patient Monitoring helps people suffering from #COVID19 by measuring their vitals. Learn more.… https://t.co/nC8VBYRaQC,"New York, USA",1
"@NCAGO What do we do if we have fallen victim to a wrongful conviction? Asking for my husband, Ronnie Long.… https://t.co/FHMCtHJSXE","North Carolina, USA",0
"UK might scrap their #COVID19 daily death count:
 https://t.co/GNSs97PvFo","New York, USA",0
"Is like the world ending 
and they’re using covid and the dumb fkn games they’re playing as a distraction? 

Can’t… https://t.co/HflPODALG3","Virginia, USA",0
".@MichelleObama and .@MelindaGates for @CNN on the need to protect girls' safety, health, and education during… https://t.co/GHiKsv09ti",USA • Global,1
Why is it OK to ask teachers to do more so people can work? Why do we not ask the corporations to solve this proble… https://t.co/JL13K2kL1b,"Maryland, USA",1
"#COVID19 draw most #Markets attention since March, #trade #accord between two largest #economies sets aside. Far-be… https://t.co/h8AW20UnAj",USA,2
"@MichelleObama and @MelindaGates for @CNN on the need to protect girls' safety, health, and education during… https://t.co/esnzlkyelT",USA • Global,1
"@Jim_Jordan Go ahead and play yourself,  then don't come to the hospital when u get covid #covid19 #football",USA,1
"@aclarkwhitman @PushReal @crzyfkinworld I’ll try this again... I’ll try to be nicer.
How TF does a WOMAN become so… https://t.co/bHa0mur5KJ","Wisconsin, USA",1
"Elevated blood pressure is a specific risk factor for bad #covid19 outcome

Nearly 1/2 US adults suffer from elevat… https://t.co/7I89ehIX0H","West Haven, Connecticut, USA",0
#EDUCATION: We cannot let #schools return to “normal” after the #COVID19 #pandemic. This is an opportunity to reima… https://t.co/6qvREvuI2q,USA,1
One of the funniest things about the trump administration is he and his followers want us to believe he is not resp… https://t.co/nTjWgEAR3U,"Florida, USA",1
Our hearts go out to those who are currently separated from those they love due to travel restrictions. May you be… https://t.co/OOmYSRT0jk,"Folsom, California, USA",1
It’s interesting that people think this about measles. The kids get it and think “my kid’s OK”. But there can be si… https://t.co/xYZ2bEsoCP,"Ohio, USA",1
Their past town hall sessions on Allyship &amp; Advocacy in the Age of #COVID19 are also available here https://t.co/jN8bi32kIQ,"South Carolina, USA",2
"This is from May. When is this going to change @KenPaxtonTX? 
#COVID19 #Corona #CoronaCrisis
 #Election2020
Texas a… https://t.co/E8vfJGou0j","TX, USA",2
Through the Loupes: Can you charge patients extra for PPE? Plus: What I learned the hard way from the doctor-patien… https://t.co/MMGdJNDx7s,"Tulsa, OK, USA",0
I hope the majority of voting citizens in the #USA realize the #COVID19 outbreak in our country is the direct fault… https://t.co/Ildyx7HYYC,"California, USA",1
"@Jim_Jordan AMERICA NEEDS A STRATEGIC PLAN TO FIGHT COVID.

#COVID19
#TrumpHasNoPlan",USA,0
"@realDonaldTrump More than 97,000 children tested positive for Covid-19 in the last two weeks of July. 

We gained… https://t.co/iLsYSg7KZw","Georgia, USA",1
"We will continue to sing praises to The Lord!!
🎶 🙌🏻
#singtotheLord 
#Jesus 
#Sing 
#Church 
#COVID19 https://t.co/qA0NEzwkzw",USA,1
"https://t.co/rnpcgXDHPL @BroadwayGlobal @TheatreChat fav talent shares #Covid19 struggles...  

Follow… https://t.co/4y2TGS9fML",USA,1
"I’m more afraid of Biden’s creep ass in the #WhiteHouse than I am of #COVID19 💯 

#WWG1GWA #NeverBiden #SAVEOURCHILDREN","Florida, USA",0
"""#COVID19 regulations are adding to the congestion in prison facilities. This research has shown the urgency of ref… https://t.co/FX59JHccjc",Lusaka-London-Freetown,0
📌Same should be done at #MarALago and ALL @realDonaldTrump properties over #corruption and handling of… https://t.co/1SMD11qHjG,USA🇺🇸,2
Neuse Christian Academy in Raleigh was open for in-person classes for one week before a student tested positive for… https://t.co/DaZcmzVEKW,"North Carolina, USA",1
"Yep, just look at all the Dems voter suppression 

No🔻
#MedicareForAll 
#GreenNewDeal 
#UBI At least #Covid19 Relie… https://t.co/Pd3uQeeVyi",USA #EatTheRich =Abuse by big💰,1
"#COVID Crazy Again: Thus far, the City has struggled to enforce medical martial law, but @chicagosmayor Lightfoot h… https://t.co/3oz60LVOb8",USA,0
Obviously @Twitter allows this kind of reckless conjecture from @CNN on #COVID19. https://t.co/owMAcdbdy7,"Missouri, USA",0
"Our founding brand has in-stock sanitizer that’s 80% alcohol, and 100% in-demand. https://t.co/JBG6fCL4Ai… https://t.co/peXEvHKbdM",USA,2
